Seed,n,m,eps,tol,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
8,128,128,0.6,1e-06,4925,0.07643890380859375,9.994799358929024e-07,1.6667908962787632,0.09101543534085788
9,128,128,0.6,1e-06,4028,0.06111764907836914,9.99564509742562e-07,4.43108388144464,0.033995893986447534
0,128,128,0.5,1e-06,4853,0.07138514518737793,9.997323462147129e-07,2.287823965484329,0.03791518686704931
1,128,128,0.5,1e-06,4972,0.07881379127502441,9.988170698756182e-07,1.9342961886927592,0.04927783029830768
2,128,128,0.5,1e-06,5209,0.08354544639587402,9.993151853567722e-07,2.055401435777873,0.04162818626501785
3,128,128,0.5,1e-06,2143,0.031646728515625,9.961091541246109e-07,4.419159245679332,0.024494783375082818
4,128,128,0.5,1e-06,4443,0.07003045082092285,9.994946438968144e-07,2.6161435753996787,0.02898286255494975
5,128,128,0.5,1e-06,4184,0.07166481018066406,9.986154346410675e-07,2.662059581875705,0.033459448113313695
6,128,128,0.5,1e-06,952,0.01588582992553711,9.899403172770188e-07,6.357156461840031,0.008539541618260316
7,128,128,0.5,1e-06,5045,0.08450031280517578,9.990544720811512e-07,2.224412288998031,0.042612132580354345
8,128,128,0.5,1e-06,6260,0.10080623626708984,9.992623266879413e-07,1.627108964457951,0.05133350352004573
9,128,128,0.5,1e-06,4959,0.07436299324035645,9.987465907530801e-07,4.41426082172156,0.017172834263367243
0,128,128,0.4,1e-06,6194,0.09186863899230957,9.993467860163613e-07,2.2652674144317677,0.015358635814488153
1,128,128,0.4,1e-06,6431,0.10554838180541992,9.998143003682458e-07,1.9066540282179298,0.02163566982347831
2,128,128,0.4,1e-06,6819,0.1137077808380127,9.990809754552993e-07,2.030970412117314,0.017197162604458693
3,128,128,0.4,1e-06,2687,0.04318833351135254,9.964886183363997e-07,4.40468867608058,0.010024213776331337
4,128,128,0.4,1e-06,5551,0.09107732772827148,9.987347672196084e-07,2.598266779941536,0.01110606709680706
5,128,128,0.4,1e-06,5380,0.08111357688903809,9.99599498478429e-07,2.6424425009720727,0.013842367209681239
6,128,128,0.4,1e-06,1138,0.017395734786987305,9.980777096359195e-07,6.3511436509415855,0.002526730719814907
7,128,128,0.4,1e-06,6748,0.11461758613586426,9.995678612872982e-07,2.1995867566146208,0.017786600196944224
8,128,128,0.4,1e-06,8283,0.1370389461517334,9.997821361767967e-07,1.5972926168895079,0.02151715595160253
9,128,128,0.4,1e-06,6140,0.09757471084594727,9.996341761402128e-07,4.4027340448237755,0.00564605736558299
0,128,128,0.3,1e-06,8385,0.1463944911956787,9.998247011075434e-07,2.2529554208925484,0.0030466422752688516
1,128,128,0.3,1e-06,9033,0.16642522811889648,9.994494288827899e-07,1.889947127297157,0.004928768902705549
2,128,128,0.3,1e-06,9487,0.1628866195678711,9.993898078194952e-07,2.0171971776486872,0.003423928135831922
3,128,128,0.3,1e-06,3567,0.06722640991210938,9.999612087842336e-07,4.396719097458754,0.0020546351545052133
4,128,128,0.3,1e-06,7285,0.14161038398742676,9.997770730532651e-07,2.5889460367237422,0.001785323879013312
5,128,128,0.3,1e-06,7414,0.1184990406036377,9.995039708925874e-07,2.6310761679667087,0.002476034204317301
6,128,128,0.3,1e-06,1441,0.023181915283203125,9.841468847290868e-07,6.3483046871741236,0.00031223304764704807
7,128,128,0.3,1e-06,9675,0.15019679069519043,9.994845246580342e-07,2.1853541415666085,0.003553985148931904
8,128,128,0.3,1e-06,11377,0.16939496994018555,9.99848203573142e-07,1.5802198495308475,0.004444388592942161
9,128,128,0.3,1e-06,7648,0.11766338348388672,9.997663120188405e-07,4.397014430227635,7.355723055724184e-05
0,128,128,0.2,1e-06,12511,0.2104206085205078,9.998445028216313e-07,2.2496873686670305,0.00022140995024910737
1,128,128,0.2,1e-06,14006,0.21716713905334473,9.99683767204107e-07,1.8845446935570394,0.0004736648374121799
2,128,128,0.2,1e-06,14576,0.23412775993347168,9.995742324686585e-07,2.013015985957021,0.0007572635558341645
3,128,128,0.2,1e-06,5158,0.1031641960144043,9.993610305958356e-07,4.394441656559083,0.000222805745165644
4,128,128,0.2,1e-06,10126,0.15825676918029785,9.988876192093543e-07,2.586620720304563,0.0005399925401659011
5,128,128,0.2,1e-06,11667,0.21567988395690918,9.993625951550816e-07,2.627537436932446,0.0010626968299454198
6,128,128,0.2,1e-06,2042,0.043233394622802734,9.985126551877166e-07,6.347643718525417,0.0009732016963539536
7,128,128,0.2,1e-06,14793,0.24057698249816895,9.99772558823997e-07,2.181343230898438,0.00045692551923837144
8,128,128,0.2,1e-06,16192,0.28051114082336426,9.998857240737374e-07,1.575377299968339,0.00039816096956624136
9,128,128,0.2,1e-06,10088,0.15767788887023926,9.996016342821157e-07,4.3956772790622765,0.0014107083959160605
0,128,128,0.1,1e-06,17037,0.2785191535949707,9.99903738226407e-07,2.249541747314333,0.0003670313029466854
1,128,128,0.1,1e-06,28233,0.4606192111968994,9.99568032331033e-07,1.8844960265244335,0.0005223318700180446
2,128,128,0.1,1e-06,31403,0.5574157238006592,9.995387118665738e-07,2.0128556965417936,0.0009175529710616637
3,128,128,0.1,1e-06,8721,0.15713810920715332,9.992511506660279e-07,4.394342422093878,0.00032204021037074426
4,128,128,0.1,1e-06,17820,0.3078646659851074,9.99104808342352e-07,2.586530514075472,0.0006301987692567401
5,128,128,0.1,1e-06,23298,0.4013524055480957,9.993797630541285e-07,2.6273744737597045,0.001225660002686979
6,128,128,0.1,1e-06,3867,0.06844210624694824,9.808566501998128e-07,6.347636134074332,0.0009807861474389057
7,128,128,0.1,1e-06,35513,0.5804750919342041,9.999669984394471e-07,2.1816621204035513,0.00013803601412520905
